47.6759453,-122.09627,0
47.6750412,-122.09629,0
47.6753387,-122.0965,0
47.6754723,-122.09652,0
47.6754189,-122.09653,0
47.6754112,-122.09656,0
47.6753654,-122.09716,0
47.6735115,-122.09893,0
47.6735077,-122.09895,0
47.673851,-122.09898,0
47.6745529,-122.09978,0
47.6748619,-122.09985,0
47.6750603,-122.09998,0
47.6752014,-122.10394,0
47.6732254,-122.10603,0
47.6670952,-122.1136,0
47.6646004,-122.13276,0
47.6402206,-122.13495,0
47.6601601,-122.1357,0
47.6320534,-122.14753,0
47.6301918,-122.16322,0
47.6299286,-122.17284,0
48.0006752,-122.17384,0
47.9990044,-122.17385,0
48.0023308,-122.1739,0
48.0030327,-122.17396,0
48.0054131,-122.17413,0
48.0094681,-122.17422,0
47.9988327,-122.17429,0
48.0123177,-122.17439,0
48.0133057,-122.17445,0
48.0072365,-122.17453,0
48.0069084,-122.17453,0
48.0082397,-122.17456,0
48.0110359,-122.17471,0
48.0133514,-122.17484,0
48.0200462,-122.17493,0
48.0175781,-122.17501,0
48.0256882,-122.17628,0
48.0284653,-122.17688,0
48.0315056,-122.17701,0
48.031395,-122.17711,0
48.0331078,-122.17744,0
48.0351601,-122.17815,0
48.0363197,-122.17834,0
48.037941,-122.17838,0
48.0373344,-122.1786,0
47.7015648,-122.17918,0
47.9936867,-122.17929,0
47.9934845,-122.17968,0
48.0418701,-122.18013,0
47.6975327,-122.18047,0
48.0470467,-122.18259,0
47.9890671,-122.18282,0
47.6843681,-122.18304,0
48.0487595,-122.18369,0
48.0528336,-122.18437,0
48.0599251,-122.18444,0
48.0747299,-122.18455,0
48.0757675,-122.18456,0
48.084549,-122.18457,0
48.0726318,-122.18457,0
48.0751038,-122.18459,0
48.0823784,-122.1846,0
48.0789871,-122.18462,0
48.0864792,-122.18462,0
48.1041794,-122.18464,0
48.10569,-122.18471,0
48.1107368,-122.18472,0
48.1041145,-122.18472,0
48.0959816,-122.18473,0
48.0502853,-122.18475,0
48.0503464,-122.18478,0
48.0803185,-122.18503,0
48.1209488,-122.18503,0
48.0807991,-122.18504,0
48.0837936,-122.18505,0
48.1019783,-122.18505,0
48.0710983,-122.18505,0
48.0805016,-122.18505,0
48.0932579,-122.18507,0
48.0861664,-122.18508,0
48.1016808,-122.18508,0
48.0644684,-122.1851,0
48.0641785,-122.1851,0
48.1230469,-122.18512,0
48.1096344,-122.18513,0
48.1107292,-122.18513,0
48.1086082,-122.18519,0
48.1149445,-122.1852,0
48.1278648,-122.18537,0
48.1237144,-122.18562,0
48.1336174,-122.18567,0
48.1245537,-122.18567,0
47.7546425,-122.1858,0
47.7629738,-122.18587,0
47.6738396,-122.18596,0
47.6722412,-122.18617,0
47.6396065,-122.18623,0
48.1370354,-122.18645,0
48.1382141,-122.18661,0
47.9816742,-122.18665,0
47.7440147,-122.18687,0
47.7422676,-122.18736,0
48.1443329,-122.18768,0
48.1472473,-122.18774,0
47.980587,-122.18806,0
48.1492119,-122.18806,0
48.1501083,-122.18821,0
47.9807854,-122.18829,0
47.9805717,-122.18847,0
48.1529922,-122.18872,0
48.1529121,-122.18877,0
47.7676964,-122.18892,0
48.1557465,-122.18922,0
48.1542168,-122.1894,0
48.1543884,-122.18943,0
48.157135,-122.18947,0
48.1545715,-122.18947,0
48.1598816,-122.18995,0
48.1574936,-122.18997,0
48.1681671,-122.18997,0
47.6316452,-122.19006,1
48.1599083,-122.1904,0
48.1708488,-122.19234,0
47.9726791,-122.19238,0
48.1757545,-122.19321,0
48.1776543,-122.19357,0
48.1775169,-122.19359,0
48.1788406,-122.1945,0
48.1782799,-122.19459,0
47.7820854,-122.19493,0
47.9332123,-122.19568,0
47.931385,-122.19617,0
47.9370003,-122.19635,0
47.9412079,-122.19662,0
47.9307213,-122.19664,0
47.969101,-122.19664,0
47.9314651,-122.19682,0
47.9451027,-122.19728,0
48.1814232,-122.19735,0
47.9688721,-122.19736,0
47.9431572,-122.19748,0
47.9409142,-122.19755,0
47.9457703,-122.19756,0
47.9382858,-122.19762,0
47.9686203,-122.19768,0
47.9387016,-122.19772,0
47.9450989,-122.19804,0
48.1824608,-122.19833,0
48.1825943,-122.19843,0
47.9670868,-122.19894,0
47.964817,-122.19897,0
47.9632072,-122.19905,0
48.1838608,-122.19907,0
47.9519806,-122.1991,0
47.962677,-122.1991,0
47.9537582,-122.19928,0
47.9605675,-122.19972,0
47.9510117,-122.1998,0
47.9568939,-122.2002,0
48.187912,-122.2011,0
48.1879082,-122.20133,0
47.927681,-122.20164,0
48.1866112,-122.20204,0
47.9204826,-122.20561,0
48.1936455,-122.20834,0
47.9122467,-122.2092,0
48.1961136,-122.20929,0
48.1953011,-122.20952,0
47.9121017,-122.20984,0
47.9121475,-122.20996,0
48.1976242,-122.21005,0
47.9090157,-122.21025,0
47.9080048,-122.21053,0
48.1989326,-122.21073,0
48.2038155,-122.21301,0
47.9045448,-122.21303,0
47.8976593,-122.214,0
48.2045975,-122.2141,0
47.8991737,-122.21545,0
48.2080116,-122.21569,0
47.8985596,-122.21571,0
47.896965,-122.21638,0
47.896347,-122.21665,0
47.8935127,-122.21783,0
48.2134018,-122.21806,0
47.893261,-122.21822,0
48.2177505,-122.2187,0
48.2179947,-122.21875,0
47.8923531,-122.21938,0
48.2197876,-122.21949,0
48.2202797,-122.21973,0
48.2228889,-122.2215,0
47.8918571,-122.22152,0
48.2237282,-122.22224,0
48.2247124,-122.2233,0
48.2235451,-122.22373,0
48.2236481,-122.22384,0
48.2237587,-122.22398,0
47.6363525,-122.22482,1
48.2259865,-122.22485,0
47.8880768,-122.22514,0
48.2273064,-122.22696,0
47.8062248,-122.22701,0
48.225956,-122.22744,0
48.227417,-122.22956,0
47.8120689,-122.23113,0
47.8832207,-122.23151,0
47.8839989,-122.23152,0
47.8147316,-122.23238,0
47.8812141,-122.23421,0
47.8809509,-122.23448,0
47.879612,-122.23707,0
47.8783722,-122.23869,0
47.8780403,-122.23903,0
47.8768044,-122.23984,0
48.240406,-122.24226,0
48.2399139,-122.24237,0
47.8742409,-122.24274,0
48.2408676,-122.24336,0
47.8741074,-122.24345,0
47.87397,-122.24358,0
48.241951,-122.24369,0
47.8691864,-122.24447,0
48.2432823,-122.24495,0
47.8664856,-122.24513,0
47.8663635,-122.24516,0
47.8681183,-122.24541,0
47.8661118,-122.24586,0
47.8220749,-122.24629,0
48.2445145,-122.24725,0
47.8624268,-122.24813,0
48.2458725,-122.24868,0
48.2463684,-122.2492,0
48.2469215,-122.24982,0
48.2485657,-122.24998,0
47.8230972,-122.25045,0
47.8557053,-122.25316,0
48.2507591,-122.25387,0
48.2541885,-122.25481,0
47.8473816,-122.25784,0
47.8453789,-122.25829,0
47.8479538,-122.25838,0
47.8477478,-122.25842,0
48.2604752,-122.26004,0
48.2576752,-122.26028,0
47.8400764,-122.26038,0
47.8377419,-122.26091,0
47.8327942,-122.26147,0
47.8343658,-122.26179,0
48.259594,-122.262,0
47.8334465,-122.26212,0
47.8321419,-122.26273,0
48.2632523,-122.26302,0
47.8294983,-122.26341,0
47.8290672,-122.26385,0
47.8289452,-122.26403,0
48.2665482,-122.26709,0
47.827179,-122.26791,0
47.8262749,-122.26878,0
48.2671242,-122.2691,0
48.2706718,-122.27274,0
47.8219986,-122.27668,0
48.2746811,-122.27725,0
48.2764893,-122.27864,0
47.5075073,-122.27898,0
47.5061417,-122.27941,0
47.5062065,-122.27966,0
47.5069809,-122.28046,0
47.5069809,-122.28051,0
48.2783928,-122.28084,0
47.5075111,-122.28092,0
48.2786865,-122.28119,0
47.5092125,-122.28328,0
48.2805748,-122.28339,0
48.2807388,-122.28368,0
47.8182068,-122.28373,0
47.5114403,-122.2841,0
47.5122299,-122.28463,0
47.5127602,-122.28568,0
48.2830467,-122.28627,0
47.8169861,-122.28697,0
47.5154953,-122.28711,0
48.2834015,-122.28749,0
48.283535,-122.28763,0
48.2843056,-122.28776,0
47.8165588,-122.28791,0
48.2838783,-122.28804,0
47.5074158,-122.28806,0
47.816288,-122.28841,0
47.5181808,-122.28877,0
47.518158,-122.28928,0
47.507412,-122.28929,0
